what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850528656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850532332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850568224
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1326850576458
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850587237
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850588751
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850588763
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850588782
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850589812
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850589836
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850589837
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850592504
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850592517
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850592536
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850594272
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850594295
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850594296
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850598291
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850598303
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850598323
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850600081
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850600105
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850600106
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850601228
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850601240
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850601260
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850602419
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850603437
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850603438
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850604499
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850604511
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850604532
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850605660
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850606085
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850606086
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850613737
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850613775
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850613794
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850614465
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850618701
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850620637
closed,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850624120
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326850624149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326850624149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850624156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850634000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850672612
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850674394
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850674408
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850674428
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850675063
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850680192
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1326850680193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850682199
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1326850683105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1326850683105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850683115
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850687175
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850715666
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850715723
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850715764
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1326850736230
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1326850736881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850753802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850774501
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1326850788616
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1326850792936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850799246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850802056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850803957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850843063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326850847901
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1326850851611
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1326850852755
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1326850856447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850859112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850867275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850875401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850914422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326850920282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850923466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850929637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326850974549
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326850980332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850982334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326850985750
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850985805
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1326850985844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851020615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851032784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851033989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851046971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851049159
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851049347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851053418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851053611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851055879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851056036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851057448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851079798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326851084410
opened,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editors.AutomakeEditor",1326851084525
activated,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editors.AutomakeEditor",1326851084550
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326851084568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851094301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851110737
activated,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editors.AutomakeEditor",1326851116760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326851122647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851124168
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851124864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851129558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851136511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851140492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326851152740
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1326851152854
opened,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editor.autoconf",1326851152918
activated,editor,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201108301805,"org.eclipse.linuxtools.cdt.autotools.ui.editor.autoconf",1326851152937
